defect_id,department,system_source,station_code,station_name,chainage_km,track_id,defect_category,defect_description,asset_age_years,overdue_days,gmt_traffic_load,speed_restriction_kmh,has_active_tsr,estimated_repair_hours,machinery_required,safety_risk_score,target_mpi_score,urgency_level
TMS-DEF-0271,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.99,LINE_1_SUBURBAN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,8.2,16,35.5,0,0,4.0,CSM_09_32_TAMPER,7,52.4,MEDIUM_PLANNED
TMS-DEF-0272,ENGINEERING_CIVIL,TMS,GDY,Guindy,15.01,LINE_1_SUBURBAN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,8.3,16,50.9,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,4,40.5,MEDIUM_PLANNED
TMS-DEF-0273,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.4,LINE_1_SUBURBAN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,8.2,20,48.0,0,0,4.5,BALLAST_CLEANER_BCM,6,52.7,MEDIUM_PLANNED
TMS-DEF-0274,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.36,3RD_LINE_BIDIRECTIONAL,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,13.6,24,32.7,30,1,3.0,MANUAL_WELDING_GANG,9,70.1,CRITICAL_EMERGENCY
TMS-DEF-0275,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.17,LINE_3_MAIN_DN,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,6.7,7,37.4,0,0,3.0,MANUAL_WELDING_GANG,8,50.7,MEDIUM_PLANNED
TMS-DEF-0276,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,18.84,LINE_1_SUBURBAN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,8.3,6,44.0,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,5,37.1,MEDIUM_PLANNED
TMS-DEF-0277,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.73,LINE_1_SUBURBAN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,15.6,16,31.4,50,1,4.0,CSM_09_32_TAMPER,7,55.3,HIGH_PRIORITY
TMS-DEF-0278,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.16,LINE_2_SUBURBAN_UP,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,8.4,10,35.0,0,0,2.0,OFF_TRACK_TAMPER,2,23.2,ROUTINE_CYCLE
TMS-DEF-0279,ENGINEERING_CIVIL,TMS,MSF,Chennai Fort,1.22,LINE_3_MAIN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,8.5,12,23.1,0,0,3.5,PWAY_TURNOUT_CREW,8,52.3,MEDIUM_PLANNED
TMS-DEF-0280,ENGINEERING_CIVIL,TMS,MSC,Chetpet,6.28,LINE_3_MAIN_DN,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,6.6,15,39.0,0,0,4.0,CSM_09_32_TAMPER,7,51.6,MEDIUM_PLANNED
TMS-DEF-0281,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.38,3RD_LINE_BIDIRECTIONAL,ROUTINE_FISHPLATE_GREASING,Periodic greasing of fishplates and checking torque bolts,8.1,22,37.1,0,0,1.5,MANUAL_GANG_TOOLS,2,31.9,ROUTINE_CYCLE
TMS-DEF-0282,ENGINEERING_CIVIL,TMS,MSB,Chennai Beach,0.1,LINE_1_SUBURBAN_DN,RAIL_CORRUGATION_WEAR,Severe rail corrugation and wheel burn marks,9.5,4,45.1,0,0,3.0,RAIL_GRINDING_MACHINE_RGM,6,41.6,MEDIUM_PLANNED
TMS-DEF-0283,ENGINEERING_CIVIL,TMS,POTI,Potheri,44.15,3RD_LINE_BIDIRECTIONAL,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,4.6,4,40.3,0,0,3.5,PWAY_TURNOUT_CREW,8,48.2,MEDIUM_PLANNED
TMS-DEF-0284,ENGINEERING_CIVIL,TMS,PRGL,Perungalathur,32.2,LINE_1_SUBURBAN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,7.9,0,35.8,0,0,2.0,OFF_TRACK_TAMPER,4,26.1,ROUTINE_CYCLE
TMS-DEF-0285,ENGINEERING_CIVIL,TMS,VDR,Vandalur,34.88,LINE_2_SUBURBAN_UP,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,13.2,8,26.2,0,0,4.0,CSM_09_32_TAMPER,8,52.4,MEDIUM_PLANNED
TMS-DEF-0286,ENGINEERING_CIVIL,TMS,POTI,Potheri,43.32,LINE_1_SUBURBAN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,5.4,0,23.1,0,0,3.5,PWAY_TURNOUT_CREW,8,42.3,MEDIUM_PLANNED
TMS-DEF-0287,ENGINEERING_CIVIL,TMS,MKK,Kodambakkam,9.54,LINE_4_MAIN_UP,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,11.4,6,35.6,20,1,3.0,MANUAL_WELDING_GANG,10,62.0,CRITICAL_EMERGENCY
TMS-DEF-0288,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,40.38,LINE_2_SUBURBAN_UP,SLEEPER_CRACK_FATIGUE,Prestressed concrete sleeper cracked under high axle load,15.3,7,33.6,0,0,2.5,SLEEPER_REPLACEMENT_TEAM,6,44.3,MEDIUM_PLANNED
TMS-DEF-0289,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.19,LINE_3_MAIN_DN,BALLAST_PACKING_ROUTINE,Routine manual off-track shoulder ballast packing,8.0,3,50.5,0,0,2.0,OFF_TRACK_TAMPER,3,26.2,ROUTINE_CYCLE
TMS-DEF-0290,ENGINEERING_CIVIL,TMS,TBM,Tambaram,28.82,LINE_3_MAIN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,11.4,8,41.5,0,0,4.5,BALLAST_CLEANER_BCM,5,39.6,MEDIUM_PLANNED
TMS-DEF-0291,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,17.09,LINE_3_MAIN_DN,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,2.4,0,41.0,0,0,4.5,BALLAST_CLEANER_BCM,5,29.4,ROUTINE_CYCLE
TMS-DEF-0292,ENGINEERING_CIVIL,TMS,MN,Meenambakkam,20.55,LINE_2_SUBURBAN_UP,BALLAST_DEFICIENCY,Deep screening & shoulder cleaning required,1.2,0,50.5,0,0,4.5,BALLAST_CLEANER_BCM,4,25.7,ROUTINE_CYCLE
TMS-DEF-0293,ENGINEERING_CIVIL,TMS,PZA,Pazhavanthangal,19.43,LINE_3_MAIN_DN,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,3.8,17,46.2,0,0,3.5,PWAY_TURNOUT_CREW,7,53.0,MEDIUM_PLANNED
TMS-DEF-0294,ENGINEERING_CIVIL,TMS,TBM,Tambaram,29.45,LINE_1_SUBURBAN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,10.0,4,38.0,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,55.4,CRITICAL_EMERGENCY
TMS-DEF-0295,ENGINEERING_CIVIL,TMS,GI,Guduvancheri,41.06,LINE_1_SUBURBAN_DN,RAIL_FLANGE_LUBRICATION,Electronic track lubricator grease replenishment,4.1,1,21.4,0,0,1.0,MANUAL_MAINTENANCE_CREW,2,12.0,ROUTINE_CYCLE
TMS-DEF-0296,ENGINEERING_CIVIL,TMS,POTI,Potheri,43.9,3RD_LINE_BIDIRECTIONAL,TRACK_GEOMETRY_BAD_TGI,Track Geometry Index (TGI) below 60 requiring tamping,0.6,7,36.7,0,0,4.0,CSM_09_32_TAMPER,6,37.5,MEDIUM_PLANNED
TMS-DEF-0297,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,21.46,LINE_4_MAIN_UP,TURNOUT_STOCK_RAIL_WEAR,Tongue & stock rail wear at crossover points,10.6,14,43.7,0,0,3.5,PWAY_TURNOUT_CREW,7,53.8,MEDIUM_PLANNED
TMS-DEF-0298,ENGINEERING_CIVIL,TMS,STM,St. Thomas Mount,16.78,LINE_1_SUBURBAN_DN,RAIL_FRACTURE_RISK,Fishplate bolt hole crack / micro-fracture near heat zone,10.6,2,25.9,15,1,3.5,EMERGENCY_RAIL_REPLACEMENT,9,51.9,CRITICAL_EMERGENCY
TMS-DEF-0299,ENGINEERING_CIVIL,TMS,TLM,Tirusulam,21.83,LINE_2_SUBURBAN_UP,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,16.0,9,31.5,15,1,3.0,MANUAL_WELDING_GANG,9,60.6,CRITICAL_EMERGENCY
TMS-DEF-0300,ENGINEERING_CIVIL,TMS,MMNK,Maraimalai Nagar,47.7,LINE_2_SUBURBAN_UP,IMR_ULTRASONIC_FLAW,Immediate Removal rail flaw detected by USFD trolley,0.6,0,37.3,0,0,3.0,MANUAL_WELDING_GANG,8,42.8,MEDIUM_PLANNED
